no,author,text,platform,label
91,nindyriaa,IKN adalah wujud semangat Indonesia yang sangat layak dikunjungi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/F4Dlog70XL,twitter,negatif
92,nindyriaa,IKN Buka Peluang Tinggi Bagi Investor Tanam Modal #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/hSUnXAI3Cf,twitter,positif
93,nindyriaa,IKN wujud Semangat masyarakat indonesia untuk Ibu Kota Baru yang lebih baik #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/rjQmRJoBe7,twitter,negatif
94,nindyriaa,IKN Sangat keren dan berguna untuk masyarakat #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/Z6WiYV5WB4,twitter,ngeatif
95,nindyriaa,Pembangunan IKN Prioritaskan Pemberdayaan Masyarakat Lokal #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/l2h9yIgr9V,twitter,negatif
96,nindyriaa,IKN Sebabkan Jumlah Penumpang Di Bandara balikpapan Melonjak #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/UPwnPnI2WE,twitter,negatif
97,nindyriaa,Kami mendukung pembangunan IKN ini sangat Luas dan membuat Indonesia lebih Keren #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/KctxQN8kRa,twitter,netral
98,AnandaVita6,Seluruh kalangan siap membantu untuk pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/9J099e7ter,twitter,netral
99,nindyriaa,Dukung IKN Berikan Dampak Positif Bagi kemajuan bangsa Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/pnUiThN4Wj,twitter,netral
100,nindyriaa,Pemindahan IKN untuk kepentingan bangsa #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/NObonM5Qqe,twitter,negatif
101,nindyriaa,Kereen !!! Pembangunan IKN di tunggu banyak orang untuk Investasi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/4DSiasa1vz,twitter,positif
102,nindyriaa,"Sebuat Kota yang sangat Mewah IKN Nanti nya, jadi tidak sabar #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/vDkB5Ddkom",twitter,negatif
103,nindyriaa,Dukung IKN tingkatkan ekonomi RI #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/zZVgkqrls5,twitter,positif
104,nindyriaa,Konsep masa dengan Pembangunan IKN untuk Indonesia menjadi Negara Maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/Lu7xyPTQcE,twitter,netral
105,AnandaVita6,Bangga dengan pembangunan IKN yang sangat bagus  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/KkMqlix5VS,twitter,netral
106,nindyriaa,"Keren banget nih, IKN sebentar lagi akan terlihat wujud pembangunannya   #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/Mz9mml5Sbc",twitter,negatif
107,AnandaVita6,Kami mendukung pembangunan IKN ini sangat Luas dan membuat Indonesia lebih Keren #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/89pxjPzrvm,twitter,negatif
108,AnandaVita6,Pemerintah Indonesia bekerja sama dengan Negara luar untuk perkuatan pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/u3VqNKi5jm,twitter,netral
109,nindyriaa,Dukungan untuk pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi https://t.co/8Pph2Y1H25,twitter,negatif
110,nindyriaa,IKN memberikan dampak positif bagi kemajuan bangsa Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/mq1px09yCc,twitter,netral
111,nindyriaa,IKN Nusantara akan Wujudkan keadilan sosial #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/CGl2N3CRAL,twitter,negatif
112,nindyriaa,Kita optimis IKN membawa pertumbuhan ekonomi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/UkcSEu1M2f,twitter,positif
113,nindyriaa,Takjub adanya potensi sangat besar! Sejumlah delegasi negara presidensi G20 kunjungi IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/kXIU5NJP2j,twitter,negatif
114,nindyriaa,pembangunan ikn memberi dampak positif untuk kalimantan dan indonesia . #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/T1ntzV0f6j,twitter,negatif
115,AnandaVita6,Dengan ada nya IKN kesejahteraan rakyat terjamin #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.cozIXGyo6gk,twitter,netral
116,AnandaVita6,Pembangunan IKN bertujuan untuk penyetaraan pembangunan di Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/yjlFNTMAEs,twitter,netral
117,AnandaVita6,IKN Nusantara Untuk Indonesia yang lebih maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/dC1niFXW0H,twitter,netral
118,AnandaVita6,Konsep masa dengan Pembangunan IKN untuk Indonesia menjadi Negara Maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/LPhcqswjPi,twitter,netral
119,GrizelleJovank4,"IKN Kota Baru Indonesia Maju !
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/dUKu4wdHV8",twitter,negatif
120,GrizelleJovank4,"IKN Nusantara menghadirkan pembangunan Indonesia Sentris
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/qsyrScNU77",twitter,netral
121,febrianykatrina,Mantap IKN berdampak positif pada UMKM #KotaDuniaUntukSemua #IKNSejahterakanIndonesia https://t.co/iFmdDTmC7p,twitter,positif
122,ourlittleboyz,"@Opposih6890bio @maryshelparaiso IKN Membuka lapangan kerja baru, masyarakat mendukung IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/7hL52lTD1o",twitter,netral
123,GrizelleJovank4,"Pembangunan IKN Nusantara untuk Pemerataan Ekonomi
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/oyfPgW9RI1",twitter,positif
124,Donette67167378,"Dukung Pembangunan IKN
Kami Mendukung Penuh❤️
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/okDeu46DVA",twitter,netral
125,Donette67167378,"IKN akan membawa kemajuan untuk masyarakat lokal 
Kami Mendukung Penuh❤️
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/q2ctbgh7Er",twitter,netral
126,GrizelleJovank4,"IKN Nusantara buka peluang Bisnis bagi pelaku UMKM di Kalimantan Timur
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/I0llo6lB7l",twitter,positif
127,Donette67167378,"IKN berdampak positif tingkatkan ekonomi masyarakat
Kami Mendukung Penuh❤️
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/IK9Akx5Fx5",twitter,positif
128,Donette67167378,"IKN Nusantara meningkatkan ekonomi dan lapangan kerja 
Kami Mendukung Penuh❤️
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/E1WyKeoYrg",twitter,netral
129,ikn_bul,"Mobil tanpa wujud namanya Esemka ada di IKN, 
Makhluk tanpa otak namanya cebong...wakakak",twitter,negatif
130,vis10ner,"Dukung Pembangunan IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia
Sulawesi Utara https://t.co/aykWnvs12q",twitter,netral
131,GrizelleJovank4,"IKN Menjadi tantangan nyata untuk UMKM
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/PTvJrOqvbt",twitter,positif
132,IndriRukhiat,"mari torang dukung pembangunan IKN Nusantara

#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/preA8NafQD",twitter,netral
133,ourlittleboyz,@jiwa_tertukar @maryshelparaiso Kami mahasiswa sangat dukung pembangunan IKN karena manfaat nya #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/IRgnIomwJh,twitter,netral
134,sindiaulianii,@rezaparadianan1 IKN akan wujudkan Indonesia maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi,twitter,netral
135,GrizelleJovank4,"IKN Nusantara Kota Peradaban Baru
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/vaR8qWeVdJ",twitter,negatif
136,febrianykatrina,@raja_andalas Dukung IKN wujudkan Indonesia Sentris #KotaDuniaUntukSemua #IKNPemerataanEkonomi #DukungIKNNusantara,twitter,netral
137,febrianykatrina,@raja_andalas IKN berdampak positif pada UMKM #KotaDuniaUntukSemua #IKNPemerataanEkonomi #DukungIKNNusantara,twitter,positif
138,Bulah65211703,"IKN berdampak positif tingkatkan ekonomi masyarakat
Kami Mendukung Penuh❤️
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/ELYmLpmK6b",twitter,positif
139,GrizelleJovank4,"Kerja sama IKN Dengan Mitra Sangat Penting
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/7jU7USQg0R",twitter,netral
140,Bulah65211703,"Dukung Pembangunan IKN
Kami Mendukung Penuh❤️
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/HCkMQiKMl8",twitter,netral
141,Bulah65211703,"IKN Nusantara bawa dampak positif
Kami Mendukung Penuh❤️
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/d4ryHaCPrT",twitter,netral
142,PolitikJurnal,"Mantab, semua lapisan masyarakat mendukung Pembangunan IKN Nusantara..!!

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/ZLZU2c7oXf",twitter,netral
143,wongjamet,Ini yang nanti akan menggeliatkan IKN betul2 sebagai pusat perekonomian baru #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/3ijIGB4PAq,twitter,positif
144,GrizelleJovank4,"IPAL di KIPP IKN Lindungi kualitas air tanah dan cegah cemaran lingkungan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/3p4q0bcAcE",twitter,negatif
145,PolitikJurnal,"IKN Nusantara berdampak positif untuk kesejahteraan masyarakat Indonesia..!!

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/dfOLpC9ijr",twitter,netral
146,PolitikJurnal,"Luar biasaa, kehadiran IKN berdampak besar pada masyarakat Indonesia..!!

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/wo7CMBBCnH",twitter,netral
147,PolitikJurnal,"Penempatan IKN Nusantara sangat tepat, ayo kita dukung..!!

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/UqCPmdWjk3",twitter,negatif
148,PolitikJurnal,"IKN merupakan proyek strategis masa depan Indonesia, ayo kita dukung..!!

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/ua1qdRW6KA",twitter,negatif
149,PolitikJurnal,"Mantab, IKN berdampak positif untuk masyarakat Indonesia..!!

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/wxkwci4MqC",twitter,netral
150,GrizelleJovank4,"IKN Nusantara 70 persen dilestarikan sebagai hutan tropis
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/QDsVKVf8Xp",twitter,negatif
151,PolitikJurnal,"Mantab, seluruh masyarakat Indonesia mendukung IKN Nusantara..!!

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/wPwcP6elDm",twitter,negatif
152,IndriRukhiat,"IKN membawa dampak positif bagi UMKM

#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/4mWcR9rtl1",twitter,positif
153,Joya99228265,"Pembangunan IKN Nusantara buka peluang bisnis
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/SfyD2WS9Hi",twitter,positif
154,AyuLest1212,"IKN membawa dampak positif bagi UMKM !!

#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/C71pAPmuuy",twitter,positif
155,PolitikJurnal,"Semua telah dipersiapkan untuk mendukung Pembangunan IKN Nusantara..!!

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/SyYbO0ZJhy",twitter,negatif
156,raja_andalas,"IKN memang mantap
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/l2BIjF4DrF",twitter,negatif
157,raja_andalas,"Masyarakat Kalimantan mendukung ikn
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/CMIsmZoLid",twitter,negatif
158,raja_andalas,"Ikn yang sejahterakan rakyat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/bW1UHR2ydU",twitter,netral
159,PolitikJurnal,"Presiden Jokowi yakin, IKN Nusantara berdampak positif bagi masyarakat Indonesia..

Mantab..!!

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/QBA4XnI1wm",twitter,netral
160,Anggaradimas69,Jokowi terbaik Presiden Jokowi sebutkan sumber dana untuk membangun IKN Melalui para investor #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/bLkPIABY8Y,twitter,positif
161,raja_andalas,"Investasi meningkat adanya IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/4RnFDqS0fj",twitter,positif
162,ourlittleboyz,@ririnrurin @maryshelparaiso IKN siap bersaing dalam sektor pariwisata dukung #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/8WjwZP7orF,twitter,negatif
163,mattcunk,"Terima kasih pak Jokowi

Gedung2 sudah berdiri di IKN Januari 2023 ini

Dan banyak sekali mobil esemka yg parkir didepannya

🤗 https://t.co/HNHV4L06F1",twitter,negatif
164,SusantiCalista,Kehadiran IKN Perhatian yang Besar dari Pemerintah. https://t.co/Rzg9OqAMrr #KotaDuniaUntukSemua,twitter,negatif
165,bella1na,Bersama kita Dukung IKN Nusantara Demi Kemajuan Bangsa Indonesia https://t.co/FIS7HTN22A #KotaDuniaUntukSemua,twitter,netral
166,Niki_Mirzaaa,"Ikn tingkatkan ekonomi
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/JVa8QHa3tK",twitter,positif
167,DariatiGunawan,"IKN menghadirkan konsep pembangunan Indonesia sentris
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/6xCGT8FojI",twitter,netral
168,Niki_Mirzaaa,"Keren, pembangunan IKN Nusantara untuk pemerataan ekonomi

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/EXpeWGIJTd",twitter,positif
169,Niki_Mirzaaa,"IKN Nusantara buka peluang bisnis bagi UMKM lokal

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/yk8zzOaDJT",twitter,positif
170,Niki_Mirzaaa,"Kerja sama dengan mmitra sangat penting untuk perkembangan IKN Nusantara

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/ymaDP3DHdQ",twitter,netral
171,Niki_Mirzaaa,"Mengenal IKN Nusantara, kota maju masa depan bangsa

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/gvB4zt2EJS",twitter,netral
172,ourlittleboyz,@Opposih6890bio @AnindyantiFebr2 @maryshelparaiso Saya juga selalu mendukung pembangunan IKN pak #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/t4MtIeCiW0,twitter,netral
173,rezaparadianan1,Terbaik IKN Nusantara tingkatkan ekonomi kreatif https://t.co/H0RCVOfGtt #KotaDuniaUntukSemua,twitter,positif
174,sindiaulianii,IKN akan hadirkan dampak positif https://t.co/j0c2Fd6tCd #KotaDuniaUntukSemua,twitter,netral
175,ProperNET,Waskita Karya (WSKT) Dapat Kontrak Baru Proyek IKN Rp639 Miliar https://t.co/bw0LrJocTG,twitter,negatif
176,Yosriza27781045," @DKIJakarta Semarang terbenam,bbm naik tinggi,kereta amburadul,ikn ndak jelas,cukai rokok selangit,ppn naik... pemain orkes istana gak ada suara gituu ?? Bgni rupanya cara biar dapat orderan terus dari istana ya mes ??",twitter,negatif
177,raja_andalas,"Ikn tingkatkan investasi
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/uC7cvPA9GH",twitter,positif
178,raja_andalas,"Ikn tingkatkan ekonomi
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/gxdc3NhNOE",twitter,positif
179,raja_andalas,"IKN memajukan UMKM 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/1c6FCKqW08",twitter,positif
