no,author,text,month,date
93,Opposih6890bio,@FGelael @maryshelparaiso IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara,Februari,2023-04-07 07:38:25+00:00
94,ghinarahma_,@ikn_id suka bgt no 1 sama no 5,Februari,2023-04-07 07:37:49+00:00
95,ririnrurin,@maryshelparaiso IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.  #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara,Februari,2023-04-07 07:37:02+00:00
96,FGelael,@maryshelparaiso Bersama kita dukung pembangunan ikn nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara,Februari,2023-04-07 07:37:02+00:00
97,AnitaGo62253157,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/kCsq55Sqsu",Februari,2023-04-07 07:35:46+00:00
98,AnitaGo62253157,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/6iMDs2oxgS",Februari,2023-04-07 07:35:44+00:00
99,Jerukni01528287,@JumintenMumet @YRadianto IKN hutan tanaman industri. Ada ga ada IKN hutannya bakal ditebang klo tiba masa panen. Emang pohon di Monas buat industri apaan?,Februari,2023-04-07 07:35:13+00:00
100,tutupakunbesok,not me mendadak jadi juri komentator logo IKN. ppffftttt,Februari,2023-04-07 07:35:02+00:00
101,RidhoSapp,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi
#IKNPemerataanEkonomi
#IKNSejahterakanIndonesia
#IKN
#IKNtingkatkanKesejahteraan
#dukungproyekIKN
#IKNNusantara https://t.co/7oaGML0ZAV",Februari,2023-04-07 07:34:43+00:00
102,Badrebellions,"Cinta banget akutuh sama pemerintah Indonesia.
Mereka minta saran dan minta warga Indonesia milih logo untuk IKN. Giliran milih logo minta saran,  pas bikin undang-undang cacat sat set aja.",Februari,2023-04-07 07:34:34+00:00
103,syukrimun,Progres Pembangunan IKN Sudah Mencapai 25 Persen. https://t.co/q7lowq4f98,Februari,2023-04-07 07:34:22+00:00
104,RusuKian,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/8rdu63JcPp",Februari,2023-04-07 07:34:10+00:00
105,RusuKian,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/wXXRpFOsjG",Februari,2023-04-07 07:33:59+00:00
106,RusuKian,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/C2fTGwQJbE",Februari,2023-04-07 07:33:54+00:00
107,RusuKian,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/84llYlIF4M",Februari,2023-04-07 07:33:45+00:00
108,RusuKian,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/tzo2vPpTqu",Februari,2023-04-07 07:33:40+00:00
109,fanisalesti,"Mantap betol lah ikn ni

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/ie9RreE1AM",Februari,2023-04-07 07:33:00+00:00
110,fanisalesti,"Era baru pembangunan ini coy

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/qPhh1F41vb",Februari,2023-04-07 07:32:49+00:00
111,fanisalesti,"Mantap betul ikn ini toh

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/ZWgraeBGnU",Februari,2023-04-07 07:32:24+00:00
112,fanisalesti,"Era pembangunan Indonesia

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/17fiIMqVVS",Februari,2023-04-07 07:32:12+00:00
113,AnggaHimata,"Bersama kita dukung pembangunan ikn nusantara

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/zD37HYTWPl",Februari,2023-04-07 07:31:45+00:00
114,AnggaHimata,"Era baru pembangunan Indonesia

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/XD5fNX92Z4",Februari,2023-04-07 07:31:31+00:00
115,AnggaHimata,"Ikn merupakan era transportasi Indonesia

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/BS5j4MYQ3y",Februari,2023-04-07 07:31:20+00:00
116,AnggaHimata,"Era baru pembangunan Indonesia

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/kcRfyJKaol",Februari,2023-04-07 07:31:05+00:00
117,Risalahkalapati,"diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan target pemerintah
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/xuz5QFdZVH",Februari,2023-04-07 07:30:55+00:00
118,AnggaHimata,Era baru pembangunan nasional #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/udZN5igviB,Februari,2023-04-07 07:30:52+00:00
119,Risalahkalapati,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/IU21F4V2Ug",Februari,2023-04-07 07:30:31+00:00
120,SutanSantuyy,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/UqOXMCwY8i",Februari,2023-04-07 07:29:37+00:00
121,KimberlyCyo,"Dukung Pembangunan IKN, Kemenko Polhukam Koordinasikan Desain Sistem Keamanan IKN
https://t.co/RX3QIrIAcE https://t.co/vFE7HNKfoe",Februari,2023-04-07 07:29:36+00:00
122,SutanSantuyy,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/kHrdlKt1oQ",Februari,2023-04-07 07:29:32+00:00
123,syukrimun,Progres Pembangunan IKN Sudah Mencapai 25 Persen. https://t.co/tFVxTMhaSS,Februari,2023-04-07 07:29:28+00:00
124,SutanSantuyy,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/HGFUb6FLT2",Februari,2023-04-07 07:29:25+00:00
125,KimberlyCyo,"OIKN Targetkan Pembangunan IKN Tahap Pertama Selesai 2024
https://t.co/xm89W0FvhY https://t.co/QxxKsdjOaj",Februari,2023-04-07 07:29:24+00:00
126,SutanSantuyy,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/QGB8xy5wmO",Februari,2023-04-07 07:29:19+00:00
127,syukrimun,Pembangunan IKN Sudah Mencapai 25 Persen. https://t.co/iG9aPNokDh,Februari,2023-04-07 07:29:14+00:00
128,SutanSantuyy,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/BesmhFCHvh",Februari,2023-04-07 07:29:13+00:00
129,suhendraratuco1,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/3se3l7vgQf",Februari,2023-04-07 07:26:21+00:00
130,tempodotco,"Sri Mulyani Paparkan Postur Fiskal 2024, Ada Belanja Khusus Pemilu dan IKN https://t.co/aJ4IFpb6P2 #TempoBisnis",Februari,2023-04-07 07:26:09+00:00
131,Gruputripardede,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/fnN4MJd2VU",Februari,2023-04-07 07:26:07+00:00
132,togusijuntak,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/rxSIItCOKP",Februari,2023-04-07 07:25:48+00:00
133,rismasiregar884,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.coiiRpDMW46",Februari,2023-04-07 07:25:35+00:00
134,Jarangpulangsi1,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Pl1wB2L8yA",Februari,2023-04-07 07:25:21+00:00
135,kabarterb4ru,"IKN Nusantara sebagai era pembangunan Indonesia sentris
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co5ZJwviNM6",Februari,2023-04-07 07:24:37+00:00
136,kabarterb4ru,"Dampak positif dari pembangunan IKN
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/0pZwX5RQzT",Februari,2023-04-07 07:24:30+00:00
137,kabarterb4ru,"Pemindahan IKN menjadi era transformasi ekonomi dan pemerataan pembangunan
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/o4LYVvoblo",Februari,2023-04-07 07:24:18+00:00
138,kabarterb4ru,"Bersama kita dukung pembangunan IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/1HSlhiZY8o",Februari,2023-04-07 07:24:15+00:00
139,kabarterb4ru,"Era baru pembangunan Indonesia
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/g57bXfAjCm",Februari,2023-04-07 07:24:12+00:00
140,pengusahacanti1,IKN magnet pertumbuhan ekonomi baru. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia #IKNMajukanUMKM https://t.co/NzCKb5Grtl,Februari,2023-04-07 07:24:04+00:00
141,pengusahacanti1,Infrastruktur pendukung IKN hampir selesai. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia #IKNMajukanUMKM https://t.co/UyutVfgEsP,Februari,2023-04-07 07:24:02+00:00
142,pengusahacanti1,IKN Nusantara harapan bangsa. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia #IKNMajukanUMKM https://t.co/WhddiCc2DE,Februari,2023-04-07 07:24:02+00:00
143,pengusahacanti1,IKN Nusantara tingkatkan kualitas hidup masyarakat lokal. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia #IKNMajukanUMKM https://t.co/Hbx8ydAoxg,Februari,2023-04-07 07:24:02+00:00
144,RahayuMersi,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/UyBxjsRS2F",Februari,2023-04-07 07:22:56+00:00
145,RahayuMersi,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/SAh2Zeuc3Q",Februari,2023-04-07 07:22:55+00:00
146,RahayuMersi,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/9HlWSKUtZb",Februari,2023-04-07 07:22:55+00:00
147,RahayuMersi,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Q3gQwsDIn8",Februari,2023-04-07 07:22:54+00:00
148,RahayuMersi,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/WUWiX4fwmI",Februari,2023-04-07 07:22:53+00:00
149,RahayuMersi,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/IgArRReanQ",Februari,2023-04-07 07:22:53+00:00
150,RahayuMersi,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/bKVHavV7Hg",Februari,2023-04-07 07:22:52+00:00
151,Luffy_Wano21,@tabita_joy Dukung ikn,Februari,2023-04-07 07:22:51+00:00
152,AcehArakate,"IKN Nusantara sudah mencapai 25 persen
#IknNusantara
#IKNMaju https://t.co/qHbrftL6yu",Februari,2023-04-07 07:22:08+00:00
153,AnitaGo62253157,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Y3qwKsnqbN",Februari,2023-04-07 07:21:45+00:00
154,AnitaGo62253157,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/cgv5GO3xq0",Februari,2023-04-07 07:21:43+00:00
155,rubyleave,ikn itu pembangunannya udh bau dari awal direncanakan. saran gue ga usah glorifikasi dan buat para desainer mending lo pada keeping it close and tight desain2 kalian karena pemerintah itu setan smua isinya. https://t.co/JboN6EHJ88,Februari,2023-04-07 07:18:56+00:00
156,454haz,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/qKInGRL6oI . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/qowvU9LAL5 https://t.co/qKInGRL6oI",Februari,2023-04-07 07:18:55+00:00
157,VinoFabi0,"Diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan target pemerintah.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/2x9ZAF5DXy",Februari,2023-04-07 07:18:55+00:00
158,VinoFabi0,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/dbBnxu9gUi",Februari,2023-04-07 07:18:55+00:00
159,PesulapCemek,Pembangunan IKN sudah mencapai 20 persen https://t.co/i1vhHzy70E,Februari,2023-04-07 07:18:02+00:00
160,ZDiestro,"IKN Nusantara sudah mencapai 25 persen
#IknNusantara
#IKNMaju https://t.co/t9kUnl53as",Februari,2023-04-07 07:17:44+00:00
161,ruslanhadib,"IKN Nusantara Dorong Transformasi Ekonomi
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/1XBmGN0wV1",Februari,2023-04-07 07:17:26+00:00
162,IndBisa_1945,"Diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan target pemerintah.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/qdJud9Qm32",Februari,2023-04-07 07:16:49+00:00
163,IndBisa_1945,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/mNOXIGIdbs",Februari,2023-04-07 07:16:49+00:00
164,VeronikaShu55,"IKN Nusantara sudah mencapai 25 persen
#IknNusantara
#IKNMaju https://t.co/HazWKQj5sH",Februari,2023-04-07 07:16:44+00:00
165,RoySaputraa1,"Dukung pembangunan IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/gkkGOiinS7",Februari,2023-04-07 07:16:19+00:00
166,RoySaputraa1,"Dukung pembangunan IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/I2zO4bV8PM",Februari,2023-04-07 07:16:14+00:00
167,RoySaputraa1,"Dukung pembangunan IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Kn2Eh8YAL6",Februari,2023-04-07 07:16:00+00:00
168,RoySaputraa1,"Dukung pembangunan IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/kwY65PfyPn",Februari,2023-04-07 07:15:55+00:00
169,RoySaputraa1,"Dukung pembangunan IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/N124BxEsTf",Februari,2023-04-07 07:15:49+00:00
170,icha_elsya,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/13NyLq4J36",Februari,2023-04-07 07:15:43+00:00
171,zainilakbar,"IKN Nusantara Dorong Transformasi Ekonomi
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/NwIfkrXOu8",Februari,2023-04-07 07:15:30+00:00
172,adiputr33044242,"Era Baru Pembangunan Indonesia
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/xHBwhmhcaT",Februari,2023-04-07 07:15:19+00:00
173,adiputr33044242,"IKN Nusantara merupakan Era Transformasi Ekonomi
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/5barOWErXh",Februari,2023-04-07 07:14:52+00:00
174,adiputr33044242,"Era Baru Pembangunan Indonesia
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/PdsNkFjJqg",Februari,2023-04-07 07:14:25+00:00
175,adiputr33044242,"Bersama kita dukung pembangunan IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/l2KAz1X5PD",Februari,2023-04-07 07:13:56+00:00
176,TikaLutri,"IKN Nusantara sudah mencapai 25 persen
#IknNusantara
#IKNMaju https://t.co/WoiNrFtvXO",Februari,2023-04-07 07:12:37+00:00
177,wiwo_oppo,"Masuk era transformasi baru dengan IKN
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/3qndKLdZkb",Februari,2023-04-07 07:12:34+00:00
178,wiwo_oppo,"Saatnya masuk era baru dengan IKN

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/lasr0ERrHv",Februari,2023-04-07 07:12:31+00:00
179,dearcodear,"Tapi ya wajar aja si ini IKN emang abstrak. Kotanya aja belom jadi gimana mau tau simbol/ikon kebanggaannya wkwk. Paling yang ikonik itu pembabatan hutan, banjir, korupsi, investor, cobak sebutin apa lagi gan",Februari,2023-04-07 07:11:51+00:00
